"nut","k","p","epsilon","U:0","U:1","U:2","vtkValidPointMask","Points:0","Points:1","Points:2"
2.70252e+01,2.09740e+00,8.42148e+00,1.50530e-02,1.31741e+01,-6.24555e-01,9.03295e-01,1,5.81498e+05,4.78549e+06,1.02696e+03
2.72139e+01,2.09493e+00,1.01326e+01,1.49064e-02,1.30871e+01,-6.11030e-01,8.79117e-01,1,5.81482e+05,4.78550e+06,1.02671e+03
1.57771e+01,1.74679e+00,-5.77209e-01,1.82041e-02,1.33487e+01,3.20476e-01,-7.70702e-01,1,5.82177e+05,4.78550e+06,1.02613e+03
1.65885e+01,1.77042e+00,-7.04369e-01,1.77383e-02,1.33626e+01,3.13098e-01,-7.52137e-01,1,5.82177e+05,4.78549e+06,1.02581e+03
1.66305e+01,1.77494e+00,-9.97312e-01,1.77934e-02,1.33805e+01,3.24539e-01,-7.78064e-01,1,5.82169e+05,4.78549e+06,1.02640e+03
1.58237e+01,1.75112e+00,-8.62616e-01,1.82658e-02,1.33664e+01,3.31611e-01,-7.97395e-01,1,5.82169e+05,4.78550e+06,1.02676e+03
1.73927e+01,1.80127e+00,-1.42552e+00,1.75314e-02,1.34072e+01,3.29886e-01,-7.86055e-01,1,5.82161e+05,4.78549e+06,1.02655e+03
1.73280e+01,1.79755e+00,-1.12415e+00,1.76075e-02,1.33855e+01,3.17130e-01,-7.58831e-01,1,5.82169e+05,4.78549e+06,1.02600e+03
1.72790e+01,1.79353e+00,-8.36114e-01,1.76539e-02,1.33658e+01,3.05029e-01,-7.33173e-01,1,5.82177e+05,4.78549e+06,1.02544e+03
1.57560e+01,1.73372e+00,2.07803e-01,1.78547e-02,1.33130e+01,2.77700e-01,-6.72787e-01,1,5.82209e+05,4.78550e+06,1.02428e+03
1.65314e+01,1.75551e+00,1.04660e-01,1.74428e-02,1.33264e+01,2.70308e-01,-6.58668e-01,1,5.82209e+05,4.78549e+06,1.02414e+03
1.65085e+01,1.75884e+00,-2.58375e-02,1.75339e-02,1.33302e+01,2.79341e-01,-6.77869e-01,1,5.82201e+05,4.78549e+06,1.02446e+03
1.57253e+01,1.73661e+00,8.83661e-02,1.79597e-02,1.33156e+01,2.86714e-01,-6.92896e-01,1,5.82201e+05,4.78550e+06,1.02460e+03
1.72779e+01,1.78776e+00,-2.86516e-01,1.76281e-02,1.33365e+01,2.80536e-01,-6.82345e-01,1,5.82193e+05,4.78549e+06,1.02460e+03
1.64409e+01,1.76305e+00,-1.53221e-01,1.80863e-02,1.33190e+01,2.88424e-01,-6.98861e-01,1,5.82193e+05,4.78549e+06,1.02477e+03
1.72784e+01,1.78464e+00,-1.47237e-01,1.76116e-02,1.33299e+01,2.70570e-01,-6.61938e-01,1,5.82201e+05,4.78549e+06,1.02428e+03
1.72784e+01,1.78126e+00,-1.02545e-02,1.75990e-02,1.33229e+01,2.61004e-01,-6.42595e-01,1,5.82209e+05,4.78549e+06,1.02397e+03
1.56347e+01,1.73958e+00,-2.64420e-02,1.85453e-02,1.33004e+01,2.95776e-01,-7.14071e-01,1,5.82193e+05,4.78550e+06,1.02485e+03
1.59763e+01,1.72479e+00,4.18393e-01,1.73670e-02,1.33289e+01,2.46550e-01,-6.06685e-01,1,5.82242e+05,4.78550e+06,1.02341e+03
1.67246e+01,1.74534e+00,3.49706e-01,1.69975e-02,1.33382e+01,2.39078e-01,-5.94724e-01,1,5.82242e+05,4.78549e+06,1.02326e+03
1.66663e+01,1.74826e+00,3.19740e-01,1.71083e-02,1.33333e+01,2.44825e-01,-6.05537e-01,1,5.82233e+05,4.78549e+06,1.02342e+03
1.59081e+01,1.72730e+00,4.02229e-01,1.74930e-02,1.33224e+01,2.52303e-01,-6.18124e-01,1,5.82233e+05,4.78550e+06,1.02357e+03
1.73810e+01,1.77709e+00,2.15544e-01,1.74427e-02,1.33209e+01,2.40776e-01,-6.03711e-01,1,5.82225e+05,4.78549e+06,1.02349e+03
1.65695e+01,1.75136e+00,3.30928e-01,1.80584e-02,1.32951e+01,2.47996e-01,-6.15805e-01,1,5.82225e+05,4.78549e+06,1.02364e+03
1.74014e+01,1.77382e+00,2.45616e-01,1.73525e-02,1.33240e+01,2.34388e-01,-5.91831e-01,1,5.82233e+05,4.78549e+06,1.02327e+03
1.74168e+01,1.77033e+00,2.79599e-01,1.73100e-02,1.33248e+01,2.28038e-01,-5.80402e-01,1,5.82242e+05,4.78549e+06,1.02307e+03
1.58415e+01,1.72966e+00,4.16182e-01,1.84168e-02,1.32850e+01,2.55388e-01,-6.28981e-01,1,5.82225e+05,4.78550e+06,1.02379e+03
1.61757e+01,1.71648e+00,2.51396e-01,1.69400e-02,1.33631e+01,2.30205e-01,-5.77124e-01,1,5.82274e+05,4.78550e+06,1.02284e+03
1.68866e+01,1.73567e+00,2.28460e-01,1.66055e-02,1.33682e+01,2.22607e-01,-5.65877e-01,1,5.82274e+05,4.78549e+06,1.02262e+03
1.68878e+01,1.73799e+00,2.80208e-01,1.66485e-02,1.33663e+01,2.24627e-01,-5.69388e-01,1,5.82266e+05,4.78549e+06,1.02281e+03
1.61703e+01,1.71855e+00,3.23219e-01,1.69909e-02,1.33602e+01,2.32220e-01,-5.80770e-01,1,5.82266e+05,4.78550e+06,1.02302e+03
1.75538e+01,1.76575e+00,2.91738e-01,1.70950e-02,1.33385e+01,2.15332e-01,-5.59211e-01,1,5.82258e+05,4.78549e+06,1.02275e+03
1.67868e+01,1.74148e+00,3.57216e-01,1.76593e-02,1.33181e+01,2.22698e-01,-5.69222e-01,1,5.82258e+05,4.78549e+06,1.02297e+03
1.75471e+01,1.76335e+00,2.37672e-01,1.70273e-02,1.33429e+01,2.12911e-01,-5.55392e-01,1,5.82266e+05,4.78549e+06,1.02259e+03
1.75170e+01,1.76070e+00,1.88078e-01,1.70378e-02,1.33424e+01,2.10381e-01,-5.51425e-01,1,5.82274e+05,4.78549e+06,1.02240e+03
1.61085e+01,1.72129e+00,4.04614e-01,1.79650e-02,1.33138e+01,2.30346e-01,-5.81038e-01,1,5.82258e+05,4.78550e+06,1.02318e+03
2.74441e+01,2.01684e+00,1.56030e+01,1.35956e-02,1.27413e+01,-1.01274e-01,1.57690e-01,1,5.81337e+05,4.78553e+06,1.02134e+03
2.73850e+01,2.01648e+00,1.52838e+01,1.36167e-02,1.27381e+01,-1.00584e-01,1.55509e-01,1,5.81337e+05,4.78552e+06,1.02117e+03
2.73411e+01,2.00728e+00,1.56565e+01,1.35206e-02,1.27296e+01,-6.00437e-02,9.19989e-02,1,5.81329e+05,4.78553e+06,1.02101e+03
2.71982e+01,2.01192e+00,1.49771e+01,1.40178e-02,1.27082e+01,-9.14677e-02,1.39111e-01,1,5.81338e+05,4.78552e+06,1.02102e+03
2.70889e+01,1.99229e+00,1.57688e+01,1.38498e-02,1.26841e+01,1.52768e-13,-2.33265e-13,1,5.81321e+05,4.78553e+06,1.02060e+03
2.77078e+01,2.03992e+00,1.52317e+01,1.37891e-02,1.27950e+01,-2.35835e-01,3.57356e-01,1,5.81370e+05,4.78553e+06,1.02263e+03
2.76564e+01,2.03836e+00,1.49077e+01,1.37927e-02,1.27930e+01,-2.31228e-01,3.47397e-01,1,5.81370e+05,4.78552e+06,1.02249e+03
2.76166e+01,2.03410e+00,1.50446e+01,1.37568e-02,1.27779e+01,-2.03457e-01,3.05916e-01,1,5.81362e+05,4.78552e+06,1.02217e+03
2.76723e+01,2.03542e+00,1.53671e+01,1.37480e-02,1.27804e+01,-2.06967e-01,3.13785e-01,1,5.81362e+05,4.78553e+06,1.02231e+03
2.74120e+01,2.02743e+00,1.48170e+01,1.41056e-02,1.27367e+01,-1.66664e-01,2.53674e-01,1,5.81353e+05,4.78552e+06,1.02160e+03
2.74131e+01,2.02874e+00,1.52093e+01,1.41345e-02,1.27343e+01,-1.70337e-01,2.62067e-01,1,5.81353e+05,4.78552e+06,1.02184e+03
2.73631e+01,2.03058e+00,1.46839e+01,1.42018e-02,1.27463e+01,-1.97839e-01,2.94439e-01,1,5.81362e+05,4.78552e+06,1.02193e+03
2.74441e+01,2.03466e+00,1.45338e+01,1.41863e-02,1.27662e+01,-2.25862e-01,3.34955e-01,1,5.81370e+05,4.78552e+06,1.02225e+03
2.75101e+01,2.03005e+00,1.55298e+01,1.40834e-02,1.27408e+01,-1.73524e-01,2.69355e-01,1,5.81353e+05,4.78553e+06,1.02199e+03
2.77588e+01,2.05707e+00,1.45042e+01,1.40105e-02,1.28592e+01,-3.56741e-01,5.29004e-01,1,5.81402e+05,4.78553e+06,1.02392e+03
2.77028e+01,2.05481e+00,1.41785e+01,1.40064e-02,1.28577e+01,-3.49461e-01,5.13667e-01,1,5.81402e+05,4.78552e+06,1.02370e+03
2.77081e+01,2.05044e+00,1.43953e+01,1.39467e-02,1.28400e+01,-3.20874e-01,4.72039e-01,1,5.81394e+05,4.78552e+06,1.02338e+03
2.77723e+01,2.05245e+00,1.47180e+01,1.39427e-02,1.28425e+01,-3.26998e-01,4.85410e-01,1,5.81394e+05,4.78553e+06,1.02360e+03
2.75719e+01,2.04281e+00,1.42358e+01,1.41815e-02,1.28033e+01,-2.82399e-01,4.16242e-01,1,5.81386e+05,4.78552e+06,1.02284e+03
2.75861e+01,2.04468e+00,1.46130e+01,1.42079e-02,1.28020e+01,-2.89383e-01,4.29894e-01,1,5.81386e+05,4.78552e+06,1.02311e+03
2.75041e+01,2.04577e+00,1.40316e+01,1.42757e-02,1.28164e+01,-3.13342e-01,4.55245e-01,1,5.81394e+05,4.78552e+06,1.02316e+03
2.75361e+01,2.05003e+00,1.38089e+01,1.42891e-02,1.28380e+01,-3.41757e-01,4.95724e-01,1,5.81402e+05,4.78552e+06,1.02348e+03
2.76717e+01,2.04668e+00,1.49378e+01,1.41720e-02,1.28069e+01,-2.95024e-01,4.42400e-01,1,5.81386e+05,4.78553e+06,1.02328e+03
2.77185e+01,2.07650e+00,1.35172e+01,1.43223e-02,1.29356e+01,-4.82326e-01,7.07245e-01,1,5.81434e+05,4.78553e+06,1.02556e+03
2.76384e+01,2.07298e+00,1.31582e+01,1.43118e-02,1.29344e+01,-4.71613e-01,6.84448e-01,1,5.81434e+05,4.78552e+06,1.02519e+03
2.76716e+01,2.06802e+00,1.34616e+01,1.42262e-02,1.29135e+01,-4.41645e-01,6.41731e-01,1,5.81426e+05,4.78552e+06,1.02481e+03
2.77293e+01,2.07095e+00,1.37925e+01,1.42385e-02,1.29143e+01,-4.50892e-01,6.61185e-01,1,5.81426e+05,4.78553e+06,1.02508e+03
2.76007e+01,2.05861e+00,1.33599e+01,1.43213e-02,1.28812e+01,-3.99119e-01,5.77168e-01,1,5.81418e+05,4.78552e+06,1.02420e+03
2.75992e+01,2.06122e+00,1.37396e+01,1.43615e-02,1.28783e+01,-4.09721e-01,5.96655e-01,1,5.81418e+05,4.78552e+06,1.02442e+03
2.75235e+01,2.06241e+00,1.30973e+01,1.44253e-02,1.28986e+01,-4.31296e-01,6.18592e-01,1,5.81426e+05,4.78552e+06,1.02455e+03
2.74948e+01,2.06745e+00,1.28174e+01,1.44855e-02,1.29211e+01,-4.61694e-01,6.61418e-01,1,5.81434e+05,4.78552e+06,1.02485e+03
2.76692e+01,2.06405e+00,1.40696e+01,1.43449e-02,1.28812e+01,-4.18260e-01,6.14816e-01,1,5.81418e+05,4.78553e+06,1.02463e+03
2.74936e+01,2.09656e+00,1.19181e+01,1.47447e-02,1.30264e+01,-6.02519e-01,8.71146e-01,1,5.81466e+05,4.78552e+06,1.02691e+03
2.75415e+01,2.08990e+00,1.22544e+01,1.46230e-02,1.30015e+01,-5.69813e-01,8.23214e-01,1,5.81458e+05,4.78552e+06,1.02649e+03
2.74843e+01,2.07795e+00,1.22461e+01,1.45819e-02,1.29697e+01,-5.22787e-01,7.48059e-01,1,5.81450e+05,4.78552e+06,1.02566e+03
2.75752e+01,2.08217e+00,1.25924e+01,1.45681e-02,1.29720e+01,-5.34488e-01,7.72802e-01,1,5.81450e+05,4.78552e+06,1.02608e+03
2.74354e+01,2.08442e+00,1.18959e+01,1.46787e-02,1.29970e+01,-5.56348e-01,7.95145e-01,1,5.81458e+05,4.78552e+06,1.02608e+03
2.74085e+01,2.09120e+00,1.15373e+01,1.47599e-02,1.30264e+01,-5.89765e-01,8.42801e-01,1,5.81466e+05,4.78552e+06,1.02655e+03
2.76698e+01,2.08668e+00,1.29622e+01,1.45570e-02,1.29741e+01,-5.46882e-01,7.99304e-01,1,5.81450e+05,4.78553e+06,1.02651e+03
1.27260e+01,1.63237e+00,6.33661e-01,1.98260e-02,1.32408e+01,2.98670e-01,-7.38863e-01,1,5.82209e+05,4.78553e+06,1.02489e+03
1.33964e+01,1.65258e+00,5.45703e-01,1.92914e-02,1.32584e+01,2.95661e-01,-7.20999e-01,1,5.82209e+05,4.78552e+06,1.02472e+03
1.33670e+01,1.65658e+00,4.44221e-01,1.94280e-02,1.32599e+01,3.04362e-01,-7.43133e-01,1,5.82201e+05,4.78552e+06,1.02508e+03
1.27279e+01,1.63751e+00,5.33962e-01,1.99682e-02,1.32439e+01,3.06935e-01,-7.61954e-01,1,5.82201e+05,4.78553e+06,1.02537e+03
1.41587e+01,1.69114e+00,2.13910e-01,1.93810e-02,1.32741e+01,3.09547e-01,-7.47407e-01,1,5.82193e+05,4.78552e+06,1.02546e+03
1.35196e+01,1.67012e+00,3.14112e-01,1.98391e-02,1.32598e+01,3.12151e-01,-7.66469e-01,1,5.82193e+05,4.78552e+06,1.02579e+03
1.41322e+01,1.68725e+00,3.36318e-01,1.94354e-02,1.32625e+01,2.99532e-01,-7.23575e-01,1,5.82201e+05,4.78552e+06,1.02489e+03
1.41643e+01,1.68472e+00,4.40630e-01,1.94114e-02,1.32575e+01,2.89920e-01,-7.01353e-01,1,5.82209e+05,4.78552e+06,1.02457e+03
1.28176e+01,1.64781e+00,4.19288e-01,2.03730e-02,1.32425e+01,3.14911e-01,-7.86917e-01,1,5.82193e+05,4.78553e+06,1.02608e+03
1.31050e+01,1.62839e+00,6.84809e-01,1.90749e-02,1.32795e+01,2.70458e-01,-6.65830e-01,1,5.82242e+05,4.78553e+06,1.02438e+03
1.37545e+01,1.64759e+00,6.27582e-01,1.86094e-02,1.32924e+01,2.66469e-01,-6.49444e-01,1,5.82242e+05,4.78552e+06,1.02416e+03
1.36522e+01,1.64918e+00,6.40607e-01,1.87767e-02,1.32815e+01,2.72037e-01,-6.61655e-01,1,5.82233e+05,4.78552e+06,1.02424e+03
1.30001e+01,1.62980e+00,7.10399e-01,1.92619e-02,1.32672e+01,2.75803e-01,-6.78384e-01,1,5.82233e+05,4.78553e+06,1.02446e+03
1.43383e+01,1.68354e+00,5.95979e-01,1.91771e-02,1.32630e+01,2.70413e-01,-6.56550e-01,1,5.82225e+05,4.78552e+06,1.02416e+03
1.36210e+01,1.65811e+00,6.91630e-01,1.99273e-02,1.32318e+01,2.73779e-01,-6.73494e-01,1,5.82225e+05,4.78552e+06,1.02432e+03
1.44121e+01,1.68173e+00,5.82426e-01,1.90074e-02,1.32732e+01,2.64419e-01,-6.43213e-01,1,5.82233e+05,4.78552e+06,1.02403e+03
1.44820e+01,1.67977e+00,5.74969e-01,1.89112e-02,1.32797e+01,2.58302e-01,-6.30326e-01,1,5.82242e+05,4.78552e+06,1.02389e+03
1.30059e+01,1.63878e+00,7.60440e-01,2.03302e-02,1.32213e+01,2.77657e-01,-6.91096e-01,1,5.82225e+05,4.78553e+06,1.02459e+03
1.33548e+01,1.62193e+00,3.50516e-01,1.84920e-02,1.33266e+01,2.55635e-01,-6.32560e-01,1,5.82274e+05,4.78553e+06,1.02380e+03
1.39989e+01,1.64080e+00,3.31962e-01,1.80674e-02,1.33369e+01,2.51216e-01,-6.16912e-01,1,5.82274e+05,4.78552e+06,1.02358e+03
1.39742e+01,1.64269e+00,4.39696e-01,1.81395e-02,1.33317e+01,2.53185e-01,-6.20751e-01,1,5.82266e+05,4.78552e+06,1.02372e+03
1.33416e+01,1.62422e+00,4.73047e-01,1.85687e-02,1.33215e+01,2.57532e-01,-6.36651e-01,1,5.82266e+05,4.78553e+06,1.02399e+03
1.46829e+01,1.67805e+00,5.07266e-01,1.86328e-02,1.33014e+01,2.46111e-01,-6.05603e-01,1,5.82258e+05,4.78552e+06,1.02362e+03
1.39937e+01,1.65329e+00,5.58456e-01,1.92715e-02,1.32762e+01,2.50652e-01,-6.21386e-01,1,5.82258e+05,4.78552e+06,1.02386e+03
1.47052e+01,1.67623e+00,4.00105e-01,1.84969e-02,1.33111e+01,2.43968e-01,-6.01642e-01,1,5.82266e+05,4.78552e+06,1.02350e+03
1.47013e+01,1.67411e+00,2.96639e-01,1.84915e-02,1.33128e+01,2.41447e-01,-5.97192e-01,1,5.82274e+05,4.78552e+06,1.02332e+03
1.33966e+01,1.63443e+00,5.95595e-01,1.96093e-02,1.32699e+01,2.55343e-01,-6.38309e-01,1,5.82258e+05,4.78553e+06,1.02415e+03
2.77412e+01,2.01943e+00,1.70110e+01,1.34977e-02,1.27586e+01,-1.05264e-01,1.72439e-01,1,5.81337e+05,4.78556e+06,1.02221e+03
2.76738e+01,2.01891e+00,1.66743e+01,1.35209e-02,1.27544e+01,-1.04826e-01,1.69148e-01,1,5.81337e+05,4.78555e+06,1.02199e+03
2.75633e+01,2.00869e+00,1.67288e+01,1.34416e-02,1.27428e+01,-6.20465e-02,9.95287e-02,1,5.81329e+05,4.78555e+06,1.02165e+03
2.76296e+01,2.00864e+00,1.70646e+01,1.34118e-02,1.27472e+01,-6.16644e-02,9.94423e-02,1,5.81329e+05,4.78556e+06,1.02187e+03
2.72756e+01,1.99229e+00,1.64298e+01,1.37302e-02,1.26989e+01,0.00000e+00,0.00000e+00,1,5.81321e+05,4.78554e+06,1.02103e+03
2.72767e+01,1.99229e+00,1.68377e+01,1.37410e-02,1.26982e+01,6.62392e-15,-1.06024e-14,1,5.81321e+05,4.78555e+06,1.02125e+03
2.73286e+01,2.00424e+00,1.64036e+01,1.38693e-02,1.27075e+01,-5.23560e-02,8.26045e-02,1,5.81329e+05,4.78554e+06,1.02144e+03
2.74761e+01,2.01394e+00,1.63307e+01,1.38964e-02,1.27244e+01,-9.52903e-02,1.50716e-01,1,5.81337e+05,4.78554e+06,1.02177e+03
2.73747e+01,1.99229e+00,1.71721e+01,1.36748e-02,1.27061e+01,1.14123e-13,-1.82668e-13,1,5.81321e+05,4.78556e+06,1.02147e+03
2.80070e+01,2.04659e+00,1.66405e+01,1.37410e-02,1.28095e+01,-2.49549e-01,4.00019e-01,1,5.81370e+05,4.78556e+06,1.02358e+03
2.79250e+01,2.04491e+00,1.63071e+01,1.37559e-02,1.28051e+01,-2.47474e-01,3.89402e-01,1,5.81370e+05,4.78555e+06,1.02329e+03
2.78951e+01,2.04005e+00,1.64425e+01,1.37073e-02,1.27913e+01,-2.17334e-01,3.42743e-01,1,5.81362e+05,4.78555e+06,1.02296e+03
2.79611e+01,2.04148e+00,1.67804e+01,1.36958e-02,1.27949e+01,-2.19055e-01,3.51324e-01,1,5.81362e+05,4.78556e+06,1.02318e+03
2.77368e+01,2.03281e+00,1.61911e+01,1.39690e-02,1.27558e+01,-1.80160e-01,2.84875e-01,1,5.81353e+05,4.78554e+06,1.02242e+03
2.77257e+01,2.03409e+00,1.66042e+01,1.40059e-02,1.27533e+01,-1.82032e-01,2.93103e-01,1,5.81353e+05,4.78555e+06,1.02264e+03
2.76921e+01,2.03671e+00,1.60562e+01,1.40651e-02,1.27656e+01,-2.13795e-01,3.30908e-01,1,5.81362e+05,4.78554e+06,1.02274e+03
2.77543e+01,2.04142e+00,1.59086e+01,1.40707e-02,1.27834e+01,-2.44633e-01,3.76781e-01,1,5.81370e+05,4.78554e+06,1.02306e+03
2.78296e+01,2.03548e+00,1.69383e+01,1.39518e-02,1.27608e+01,-1.83689e-01,3.00850e-01,1,5.81353e+05,4.78556e+06,1.02285e+03
2.79850e+01,2.06682e+00,1.59331e+01,1.40433e-02,1.28653e+01,-3.79109e-01,5.95930e-01,1,5.81402e+05,4.78556e+06,1.02491e+03
2.79425e+01,2.06434e+00,1.55815e+01,1.40288e-02,1.28647e+01,-3.75726e-01,5.79420e-01,1,5.81402e+05,4.78555e+06,1.02469e+03
2.79645e+01,2.05912e+00,1.57945e+01,1.39479e-02,1.28491e+01,-3.43873e-01,5.31441e-01,1,5.81394e+05,4.78555e+06,1.02435e+03
2.80127e+01,2.06134e+00,1.61400e+01,1.39553e-02,1.28508e+01,-3.46895e-01,5.46167e-01,1,5.81394e+05,4.78556e+06,1.02456e+03
2.78700e+01,2.05085e+00,1.56098e+01,1.40918e-02,1.28185e+01,-3.06652e-01,4.68831e-01,1,5.81386e+05,4.78554e+06,1.02375e+03
2.78681e+01,2.05286e+00,1.60114e+01,1.41253e-02,1.28168e+01,-3.10386e-01,4.83545e-01,1,5.81386e+05,4.78555e+06,1.02397e+03
2.77957e+01,2.05473e+00,1.54105e+01,1.41979e-02,1.28304e+01,-3.40597e-01,5.13911e-01,1,5.81394e+05,4.78554e+06,1.02407e+03
2.78200e+01,2.05980e+00,1.51900e+01,1.42255e-02,1.28506e+01,-3.72066e-01,5.60107e-01,1,5.81402e+05,4.78554e+06,1.02446e+03
2.79596e+01,2.05497e+00,1.63518e+01,1.40900e-02,1.28224e+01,-3.12669e-01,4.96646e-01,1,5.81386e+05,4.78556e+06,1.02423e+03
2.79358e+01,2.08705e+00,1.45879e+01,1.43714e-02,1.29378e+01,-5.08287e-01,7.76474e-01,1,5.81434e+05,4.78555e+06,1.02663e+03
2.79408e+01,2.08047e+00,1.48542e+01,1.42762e-02,1.29176e+01,-4.74567e-01,7.24765e-01,1,5.81426e+05,4.78555e+06,1.02610e+03
2.80120e+01,2.08419e+00,1.52350e+01,1.42927e-02,1.29188e+01,-4.79162e-01,7.48508e-01,1,5.81426e+05,4.78556e+06,1.02646e+03
2.78501e+01,2.07004e+00,1.47522e+01,1.42975e-02,1.28892e+01,-4.35379e-01,6.52833e-01,1,5.81418e+05,4.78554e+06,1.02524e+03
2.79127e+01,2.07321e+00,1.51079e+01,1.42899e-02,1.28916e+01,-4.39754e-01,6.73021e-01,1,5.81418e+05,4.78555e+06,1.02557e+03
2.78357e+01,2.07620e+00,1.44875e+01,1.43675e-02,1.29103e+01,-4.69506e-01,7.02346e-01,1,5.81426e+05,4.78554e+06,1.02574e+03
2.78391e+01,2.08258e+00,1.42184e+01,1.44240e-02,1.29329e+01,-5.03295e-01,7.52032e-01,1,5.81434e+05,4.78554e+06,1.02628e+03
2.79868e+01,2.07665e+00,1.54855e+01,1.42797e-02,1.28945e+01,-4.44254e-01,6.94612e-01,1,5.81418e+05,4.78556e+06,1.02593e+03
2.78332e+01,2.09464e+00,1.36609e+01,1.45655e-02,1.29755e+01,-5.68872e-01,8.47676e-01,1,5.81450e+05,4.78554e+06,1.02724e+03
2.77984e+01,2.10304e+00,1.33602e+01,1.46771e-02,1.29993e+01,-6.03953e-01,9.02029e-01,1,5.81457e+05,4.78554e+06,1.02772e+03
1.07659e+01,1.57672e+00,8.80212e-01,2.20471e-02,1.31712e+01,2.95256e-01,-8.25561e-01,1,5.82209e+05,4.78556e+06,1.02670e+03
1.11861e+01,1.58687e+00,8.35635e-01,2.14770e-02,1.31932e+01,2.99925e-01,-8.00980e-01,1,5.82209e+05,4.78555e+06,1.02627e+03
1.11731e+01,1.59216e+00,7.51041e-01,2.16477e-02,1.31945e+01,3.06744e-01,-8.24866e-01,1,5.82202e+05,4.78555e+06,1.02674e+03
1.07885e+01,1.58281e+00,7.98877e-01,2.21915e-02,1.31733e+01,3.01445e-01,-8.47101e-01,1,5.82202e+05,4.78556e+06,1.02713e+03
1.15592e+01,1.60443e+00,7.02165e-01,2.14279e-02,1.32028e+01,3.10136e-01,-8.00669e-01,1,5.82201e+05,4.78554e+06,1.02625e+03
1.15881e+01,1.60137e+00,7.80715e-01,2.14113e-02,1.31963e+01,3.01757e-01,-7.76229e-01,1,5.82209e+05,4.78554e+06,1.02578e+03
1.10184e+01,1.56461e+00,8.73976e-01,2.10915e-02,1.32107e+01,2.73578e-01,-7.47897e-01,1,5.82242e+05,4.78556e+06,1.02571e+03
1.14623e+01,1.57626e+00,8.35479e-01,2.05942e-02,1.32305e+01,2.76328e-01,-7.24363e-01,1,5.82242e+05,4.78555e+06,1.02535e+03
1.13778e+01,1.57870e+00,8.81263e-01,2.08074e-02,1.32175e+01,2.81037e-01,-7.37621e-01,1,5.82234e+05,4.78555e+06,1.02551e+03
1.09365e+01,1.56726e+00,9.27796e-01,2.13294e-02,1.31963e+01,2.77981e-01,-7.61402e-01,1,5.82234e+05,4.78556e+06,1.02587e+03
1.17580e+01,1.59936e+00,9.04048e-01,2.11629e-02,1.31999e+01,2.85331e-01,-7.28143e-01,1,5.82225e+05,4.78554e+06,1.02525e+03
1.13847e+01,1.58785e+00,9.50485e-01,2.16102e-02,1.31787e+01,2.82439e-01,-7.51119e-01,1,5.82225e+05,4.78555e+06,1.02573e+03
1.18177e+01,1.59735e+00,8.35641e-01,2.09635e-02,1.32115e+01,2.79829e-01,-7.12246e-01,1,5.82234e+05,4.78554e+06,1.02509e+03
1.19305e+01,1.59648e+00,7.83565e-01,2.07432e-02,1.32264e+01,2.74843e-01,-6.99422e-01,1,5.82242e+05,4.78554e+06,1.02498e+03
1.09424e+01,1.57517e+00,9.96978e-01,2.19800e-02,1.31631e+01,2.79771e-01,-7.75649e-01,1,5.82225e+05,4.78556e+06,1.02609e+03
1.11482e+01,1.55091e+00,4.21927e-01,2.03631e-02,1.32582e+01,2.61452e-01,-7.11125e-01,1,5.82274e+05,4.78556e+06,1.02467e+03
1.16012e+01,1.56374e+00,4.08821e-01,1.99301e-02,1.32768e+01,2.63363e-01,-6.89991e-01,1,5.82274e+05,4.78555e+06,1.02445e+03
1.15979e+01,1.56689e+00,5.59955e-01,2.00167e-02,1.32716e+01,2.65043e-01,-6.94339e-01,1,5.82266e+05,4.78555e+06,1.02470e+03
1.11459e+01,1.55414e+00,5.84632e-01,2.04613e-02,1.32521e+01,2.63056e-01,-7.15565e-01,1,5.82266e+05,4.78556e+06,1.02491e+03
1.21370e+01,1.59435e+00,6.77338e-01,2.03856e-02,1.32509e+01,2.64531e-01,-6.73316e-01,1,5.82258e+05,4.78554e+06,1.02466e+03
1.16695e+01,1.57797e+00,7.11611e-01,2.08819e-02,1.32217e+01,2.62330e-01,-6.96969e-01,1,5.82258e+05,4.78555e+06,1.02490e+03
1.21413e+01,1.59171e+00,5.29333e-01,2.02927e-02,1.32581e+01,2.62429e-01,-6.68249e-01,1,5.82266e+05,4.78554e+06,1.02443e+03
1.21534e+01,1.58971e+00,3.80632e-01,2.02608e-02,1.32614e+01,2.60183e-01,-6.63485e-01,1,5.82274e+05,4.78554e+06,1.02424e+03
1.12419e+01,1.56483e+00,7.39831e-01,2.11969e-02,1.32076e+01,2.60475e-01,-7.19282e-01,1,5.82258e+05,4.78556e+06,1.02516e+03
2.80256e+01,2.02204e+00,1.84680e+01,1.34052e-02,1.27766e+01,-1.05685e-01,1.88254e-01,1,5.81337e+05,4.78559e+06,1.02314e+03
2.79446e+01,2.02158e+00,1.81294e+01,1.34349e-02,1.27713e+01,-1.06270e-01,1.85017e-01,1,5.81337e+05,4.78558e+06,1.02286e+03
2.78370e+01,2.00985e+00,1.81839e+01,1.33353e-02,1.27605e+01,-6.13297e-02,1.06261e-01,1,5.81329e+05,4.78558e+06,1.02254e+03
2.79031e+01,2.00983e+00,1.85279e+01,1.33057e-02,1.27649e+01,-6.08215e-02,1.06457e-01,1,5.81329e+05,4.78559e+06,1.02275e+03
