"nut","k","p","epsilon","U:0","U:1","U:2","vtkValidPointMask","Points:0","Points:1","Points:2"
2.52252e+01,2.12414e+00,-1.38516e+01,1.69176e-02,1.46629e+01,-5.38160e-01,1.17060e+00,1,5.81668e+05,4.78543e+06,1.03514e+03
2.49361e+01,2.10193e+00,-1.62625e+01,1.66065e-02,1.47701e+01,-3.28420e-01,1.05884e+00,1,5.81684e+05,4.78541e+06,1.03273e+03
2.47162e+01,2.09392e+00,-2.03424e+01,1.66653e-02,1.50346e+01,-2.93433e-01,1.02850e+00,1,5.81708e+05,4.78541e+06,1.03437e+03
2.47731e+01,2.09616e+00,-1.90001e+01,1.66687e-02,1.49458e+01,-3.04523e-01,1.03883e+00,1,5.81700e+05,4.78541e+06,1.03377e+03
2.47323e+01,2.09650e+00,-2.08480e+01,1.65832e-02,1.50781e+01,-3.04339e-01,1.03104e+00,1,5.81711e+05,4.78541e+06,1.03500e+03
2.47689e+01,2.09607e+00,-2.18475e+01,1.62501e-02,1.51564e+01,-2.70708e-01,1.00540e+00,1,5.81717e+05,4.78541e+06,1.03534e+03
2.47505e+01,2.08752e+00,-2.20955e+01,1.62682e-02,1.51558e+01,-2.30746e-01,9.73845e-01,1,5.81719e+05,4.78540e+06,1.03465e+03
2.36249e+01,1.89897e+00,-1.90991e+01,1.42667e-02,1.45790e+01,2.63660e-01,-7.86389e-01,1,5.81999e+05,4.78541e+06,1.03529e+03
2.35852e+01,1.89689e+00,-1.81001e+01,1.42922e-02,1.45125e+01,2.68203e-01,-7.99784e-01,1,5.82007e+05,4.78541e+06,1.03503e+03
2.34413e+01,1.88584e+00,-1.49700e+01,1.41700e-02,1.42934e+01,2.41476e-01,-8.17938e-01,1,5.82032e+05,4.78541e+06,1.03311e+03
2.34857e+01,1.88869e+00,-1.59809e+01,1.41986e-02,1.43627e+01,2.46222e-01,-8.10173e-01,1,5.82024e+05,4.78541e+06,1.03363e+03
2.33625e+01,1.88320e+00,-1.40403e+01,1.41598e-02,1.42285e+01,2.35473e-01,-8.17639e-01,1,5.82040e+05,4.78541e+06,1.03245e+03
2.30392e+01,1.87500e+00,-1.12286e+01,1.41625e-02,1.40292e+01,2.19490e-01,-8.14940e-01,1,5.82064e+05,4.78541e+06,1.03024e+03
2.31343e+01,1.87771e+00,-1.21701e+01,1.41709e-02,1.40955e+01,2.25881e-01,-8.16455e-01,1,5.82056e+05,4.78541e+06,1.03096e+03
2.30911e+01,1.89947e+00,-1.37626e+01,1.46729e-02,1.42366e+01,3.50907e-01,-8.79353e-01,1,5.82040e+05,4.78543e+06,1.03457e+03
2.31833e+01,1.89415e+00,-1.38655e+01,1.45043e-02,1.42339e+01,3.14696e-01,-8.58955e-01,1,5.82040e+05,4.78542e+06,1.03383e+03
2.33368e+01,1.89741e+00,-1.47775e+01,1.44768e-02,1.43004e+01,3.19070e-01,-8.58773e-01,1,5.82032e+05,4.78542e+06,1.03466e+03
2.33613e+01,1.90113e+00,-1.51208e+01,1.45294e-02,1.43294e+01,3.34943e-01,-8.63223e-01,1,5.82030e+05,4.78542e+06,1.03522e+03
2.27681e+01,1.89214e+00,-1.19258e+01,1.47216e-02,1.41019e+01,3.36665e-01,-8.76015e-01,1,5.82056e+05,4.78543e+06,1.03282e+03
2.25838e+01,1.88799e+00,-1.09857e+01,1.47440e-02,1.40311e+01,3.28392e-01,-8.73249e-01,1,5.82064e+05,4.78543e+06,1.03180e+03
2.27379e+01,1.88387e+00,-1.10631e+01,1.45488e-02,1.40298e+01,2.94131e-01,-8.53752e-01,1,5.82064e+05,4.78542e+06,1.03123e+03
2.29042e+01,1.88767e+00,-1.20147e+01,1.45332e-02,1.41002e+01,3.01984e-01,-8.56027e-01,1,5.82056e+05,4.78542e+06,1.03219e+03
2.29422e+01,1.87266e+00,-1.03562e+01,1.41618e-02,1.39692e+01,2.12304e-01,-8.05364e-01,1,5.82072e+05,4.78541e+06,1.02952e+03
2.23863e+01,1.88406e+00,-1.01088e+01,1.47767e-02,1.39658e+01,3.19175e-01,-8.62432e-01,1,5.82072e+05,4.78543e+06,1.03073e+03
2.25978e+01,1.88079e+00,-1.01901e+01,1.45621e-02,1.39679e+01,2.85190e-01,-8.43242e-01,1,5.82072e+05,4.78542e+06,1.03037e+03
2.21819e+01,1.87897e+00,-8.38478e+00,1.47718e-02,1.38486e+01,2.98348e-01,-8.35399e-01,1,5.82088e+05,4.78543e+06,1.02922e+03
2.20596e+01,1.87621e+00,-7.48228e+00,1.47730e-02,1.37865e+01,2.87420e-01,-8.21071e-01,1,5.82096e+05,4.78543e+06,1.02838e+03
2.22672e+01,1.87335e+00,-7.74064e+00,1.45738e-02,1.37991e+01,2.58157e-01,-8.07004e-01,1,5.82094e+05,4.78542e+06,1.02814e+03
2.23656e+01,1.87556e+00,-8.49676e+00,1.45724e-02,1.38509e+01,2.66590e-01,-8.18343e-01,1,5.82088e+05,4.78542e+06,1.02881e+03
2.66958e+01,2.10583e+00,4.05550e+00,1.53515e-02,1.34405e+01,-6.15927e-01,9.70700e-01,1,5.81539e+05,4.78546e+06,1.02817e+03
2.66128e+01,2.11079e+00,3.34041e+00,1.54976e-02,1.34957e+01,-6.43323e-01,1.00828e+00,1,5.81547e+05,4.78546e+06,1.02868e+03
2.65685e+01,2.10618e+00,3.13519e+00,1.54274e-02,1.34928e+01,-5.93563e-01,9.75924e-01,1,5.81547e+05,4.78545e+06,1.02814e+03
2.66176e+01,2.10374e+00,3.73777e+00,1.53496e-02,1.34501e+01,-5.86554e-01,9.56569e-01,1,5.81541e+05,4.78545e+06,1.02783e+03
2.61319e+01,2.11137e+00,-7.29680e-01,1.58162e-02,1.37429e+01,-5.55366e-01,1.02836e+00,1,5.81580e+05,4.78544e+06,1.02906e+03
2.62178e+01,2.10818e+00,1.37625e-01,1.56952e-02,1.36794e+01,-5.41031e-01,1.00191e+00,1,5.81572e+05,4.78544e+06,1.02859e+03
2.64746e+01,2.11427e+00,2.43913e+00,1.56737e-02,1.35594e+01,-6.59802e-01,1.03761e+00,1,5.81555e+05,4.78546e+06,1.02921e+03
2.64498e+01,2.10997e+00,2.23818e+00,1.55901e-02,1.35579e+01,-6.12390e-01,1.00717e+00,1,5.81556e+05,4.78545e+06,1.02868e+03
2.61616e+01,2.12232e+00,6.52399e-01,1.60592e-02,1.36870e+01,-6.99046e-01,1.10276e+00,1,5.81572e+05,4.78546e+06,1.03031e+03
2.60186e+01,2.12632e+00,-2.62302e-01,1.62461e-02,1.37530e+01,-7.16764e-01,1.13439e+00,1,5.81580e+05,4.78546e+06,1.03092e+03
2.60693e+01,2.12131e+00,-4.05429e-01,1.60700e-02,1.37485e+01,-6.65791e-01,1.09787e+00,1,5.81580e+05,4.78545e+06,1.03020e+03
2.62090e+01,2.11756e+00,4.88824e-01,1.59044e-02,1.36845e+01,-6.48582e-01,1.06800e+00,1,5.81572e+05,4.78545e+06,1.02973e+03
2.60199e+01,2.11406e+00,-1.74550e+00,1.59603e-02,1.38157e+01,-5.66551e-01,1.05241e+00,1,5.81588e+05,4.78544e+06,1.02954e+03
2.57583e+01,2.12260e+00,-4.84628e+00,1.63468e-02,1.40416e+01,-5.96697e-01,1.12328e+00,1,5.81612e+05,4.78544e+06,1.03126e+03
2.58328e+01,2.11977e+00,-3.79476e+00,1.62258e-02,1.39645e+01,-5.87765e-01,1.10041e+00,1,5.81604e+05,4.78544e+06,1.03064e+03
2.58908e+01,2.12974e+00,-1.34164e+00,1.64480e-02,1.38314e+01,-7.27671e-01,1.16284e+00,1,5.81588e+05,4.78546e+06,1.03166e+03
2.59192e+01,2.12451e+00,-1.45720e+00,1.62591e-02,1.38234e+01,-6.77318e-01,1.12483e+00,1,5.81588e+05,4.78545e+06,1.03075e+03
2.56078e+01,2.13675e+00,-3.46466e+00,1.68447e-02,1.39845e+01,-7.48796e-01,1.21843e+00,1,5.81604e+05,4.78546e+06,1.03302e+03
2.55948e+01,2.14166e+00,-4.50034e+00,1.68519e-02,1.40656e+01,-7.50659e-01,1.23974e+00,1,5.81611e+05,4.78546e+06,1.03372e+03
2.56554e+01,2.13450e+00,-4.64638e+00,1.67004e-02,1.40582e+01,-7.01526e-01,1.19988e+00,1,5.81612e+05,4.78545e+06,1.03291e+03
2.57138e+01,2.13141e+00,-3.56141e+00,1.65780e-02,1.39778e+01,-6.97512e-01,1.17761e+00,1,5.81604e+05,4.78545e+06,1.03214e+03
2.56802e+01,2.12435e+00,-6.04942e+00,1.64734e-02,1.41287e+01,-5.99503e-01,1.14054e+00,1,5.81620e+05,4.78544e+06,1.03194e+03
2.54622e+01,2.12891e+00,-9.62548e+00,1.67886e-02,1.43846e+01,-5.97758e-01,1.18302e+00,1,5.81644e+05,4.78543e+06,1.03382e+03
2.55328e+01,2.12764e+00,-8.43971e+00,1.66956e-02,1.43006e+01,-6.00460e-01,1.17106e+00,1,5.81636e+05,4.78544e+06,1.03323e+03
2.54932e+01,2.14520e+00,-5.71476e+00,1.69784e-02,1.41580e+01,-7.51267e-01,1.26115e+00,1,5.81619e+05,4.78546e+06,1.03445e+03
2.55272e+01,2.13659e+00,-5.84661e+00,1.68789e-02,1.41452e+01,-7.04352e-01,1.21959e+00,1,5.81619e+05,4.78545e+06,1.03357e+03
2.53111e+01,2.12870e+00,-1.09823e+01,1.69326e-02,1.44752e+01,-5.91532e-01,1.19036e+00,1,5.81651e+05,4.78543e+06,1.03440e+03
2.22739e+01,1.88930e+00,-1.08528e+01,1.50430e-02,1.40278e+01,3.54547e-01,-8.98853e-01,1,5.82064e+05,4.78544e+06,1.03250e+03
2.24380e+01,1.89359e+00,-1.17787e+01,1.50246e-02,1.40973e+01,3.63871e-01,-9.02483e-01,1,5.82056e+05,4.78544e+06,1.03346e+03
2.20190e+01,1.88470e+00,-9.97933e+00,1.51113e-02,1.39611e+01,3.46909e-01,-8.89427e-01,1,5.82072e+05,4.78544e+06,1.03137e+03
2.16316e+01,1.87553e+00,-7.39499e+00,1.51261e-02,1.37816e+01,3.13994e-01,-8.46440e-01,1,5.82096e+05,4.78544e+06,1.02882e+03
2.17375e+01,1.87818e+00,-8.23936e+00,1.51304e-02,1.38390e+01,3.25028e-01,-8.60786e-01,1,5.82088e+05,4.78544e+06,1.02958e+03
2.11466e+01,1.88967e+00,-9.58044e+00,1.59530e-02,1.39573e+01,4.19793e-01,-9.61303e-01,1,5.82072e+05,4.78546e+06,1.03374e+03
2.14088e+01,1.88779e+00,-9.70920e+00,1.56894e-02,1.39553e+01,3.96925e-01,-9.37710e-01,1,5.82072e+05,4.78545e+06,1.03278e+03
2.17094e+01,1.89363e+00,-1.05622e+01,1.56007e-02,1.40233e+01,4.05191e-01,-9.48247e-01,1,5.82065e+05,4.78545e+06,1.03407e+03
2.17382e+01,1.89765e+00,-1.08847e+01,1.56616e-02,1.40550e+01,4.18144e-01,-9.58511e-01,1,5.82062e+05,4.78545e+06,1.03494e+03
2.05073e+01,1.87635e+00,-7.85775e+00,1.61268e-02,1.38186e+01,3.99119e-01,-9.33145e-01,1,5.82088e+05,4.78546e+06,1.03092e+03
2.04030e+01,1.87318e+00,-6.96407e+00,1.61132e-02,1.37584e+01,3.85370e-01,-9.15184e-01,1,5.82096e+05,4.78546e+06,1.03010e+03
2.08027e+01,1.87455e+00,-7.09613e+00,1.57934e-02,1.37644e+01,3.63231e-01,-8.92672e-01,1,5.82096e+05,4.78545e+06,1.02960e+03
2.09089e+01,1.87763e+00,-7.98227e+00,1.58041e-02,1.38241e+01,3.76336e-01,-9.09541e-01,1,5.82088e+05,4.78545e+06,1.03040e+03
2.18511e+01,1.87395e+00,-6.88800e+00,1.48734e-02,1.37468e+01,2.86592e-01,-8.13971e-01,1,5.82102e+05,4.78543e+06,1.02790e+03
2.15213e+01,1.87302e+00,-6.73619e+00,1.51320e-02,1.37373e+01,3.04465e-01,-8.29994e-01,1,5.82102e+05,4.78544e+06,1.02812e+03
2.02873e+01,1.86989e+00,-6.21794e+00,1.61095e-02,1.37093e+01,3.72511e-01,-8.93099e-01,1,5.82104e+05,4.78546e+06,1.02931e+03
2.06884e+01,1.87151e+00,-6.37273e+00,1.57929e-02,1.37167e+01,3.51324e-01,-8.72214e-01,1,5.82104e+05,4.78545e+06,1.02884e+03
2.66370e+01,2.11671e+00,3.61992e+00,1.56113e-02,1.34953e+01,-6.84322e-01,1.04683e+00,1,5.81547e+05,4.78546e+06,1.02928e+03
2.67257e+01,2.11200e+00,4.33682e+00,1.54590e-02,1.34410e+01,-6.59688e-01,1.01123e+00,1,5.81539e+05,4.78546e+06,1.02876e+03
2.69602e+01,2.10764e+00,6.90425e+00,1.52184e-02,1.32815e+01,-6.61600e-01,9.72532e-01,1,5.81517e+05,4.78548e+06,1.02798e+03
2.70392e+01,2.11132e+00,7.34349e+00,1.52385e-02,1.32681e+01,-6.89720e-01,9.95534e-01,1,5.81515e+05,4.78549e+06,1.02831e+03
2.69618e+01,2.11761e+00,6.60230e+00,1.54212e-02,1.33268e+01,-7.21144e-01,1.04033e+00,1,5.81523e+05,4.78549e+06,1.02904e+03
2.69122e+01,2.11253e+00,6.29414e+00,1.53525e-02,1.33301e+01,-6.86360e-01,1.00764e+00,1,5.81524e+05,4.78548e+06,1.02857e+03
2.68190e+01,2.12983e+00,5.18869e+00,1.57538e-02,1.34389e+01,-7.79034e-01,1.12496e+00,1,5.81539e+05,4.78549e+06,1.03045e+03
2.66962e+01,2.13557e+00,4.42743e+00,1.59716e-02,1.34971e+01,-8.06708e-01,1.16705e+00,1,5.81547e+05,4.78549e+06,1.03121e+03
2.66475e+01,2.12913e+00,4.16967e+00,1.58621e-02,1.34947e+01,-7.68834e-01,1.12698e+00,1,5.81547e+05,4.78548e+06,1.03045e+03
2.67912e+01,2.12381e+00,4.91025e+00,1.56518e-02,1.34397e+01,-7.41321e-01,1.08693e+00,1,5.81539e+05,4.78548e+06,1.02987e+03
2.63792e+01,2.12032e+00,2.70216e+00,1.59070e-02,1.35575e+01,-7.06641e-01,1.08194e+00,1,5.81555e+05,4.78546e+06,1.02981e+03
2.57070e+01,2.13173e+00,-8.33412e-02,1.67265e-02,1.37514e+01,-7.68248e-01,1.18547e+00,1,5.81579e+05,4.78546e+06,1.03174e+03
2.59006e+01,2.12789e+00,8.67735e-01,1.64679e-02,1.36838e+01,-7.49445e-01,1.15155e+00,1,5.81571e+05,4.78546e+06,1.03099e+03
2.62218e+01,2.13860e+00,3.43163e+00,1.65135e-02,1.35588e+01,-8.33601e-01,1.20884e+00,1,5.81555e+05,4.78549e+06,1.03193e+03
2.62531e+01,2.13237e+00,3.19293e+00,1.63172e-02,1.35577e+01,-7.94167e-01,1.16657e+00,1,5.81555e+05,4.78548e+06,1.03114e+03
2.53847e+01,2.14506e+00,1.44711e+00,1.74589e-02,1.36856e+01,-8.80326e-01,1.28609e+00,1,5.81571e+05,4.78549e+06,1.03352e+03
2.49581e+01,2.14977e+00,4.34817e-01,1.78390e-02,1.37549e+01,-9.01658e-01,1.32553e+00,1,5.81579e+05,4.78549e+06,1.03439e+03
2.52262e+01,2.14272e+00,2.68899e-01,1.75122e-02,1.37516e+01,-8.59198e-01,1.27796e+00,1,5.81579e+05,4.78548e+06,1.03346e+03
2.55499e+01,2.13914e+00,1.24120e+00,1.71281e-02,1.36862e+01,-8.38265e-01,1.24093e+00,1,5.81571e+05,4.78548e+06,1.03265e+03
2.55571e+01,2.13427e+00,-1.21030e+00,1.69754e-02,1.38304e+01,-7.77064e-01,1.21302e+00,1,5.81587e+05,4.78546e+06,1.03249e+03
2.50835e+01,2.14472e+00,-4.46229e+00,1.76257e-02,1.40629e+01,-8.04940e-01,1.29702e+00,1,5.81611e+05,4.78546e+06,1.03458e+03
2.52254e+01,2.14029e+00,-3.39259e+00,1.74560e-02,1.39839e+01,-7.96383e-01,1.26885e+00,1,5.81603e+05,4.78546e+06,1.03389e+03
2.48107e+01,2.14778e+00,-1.29993e+00,1.81638e-02,1.38620e+01,-8.89993e-01,1.33911e+00,1,5.81590e+05,4.78548e+06,1.03496e+03
2.49961e+01,2.14466e+00,-9.07225e-01,1.78777e-02,1.38307e+01,-8.69462e-01,1.30920e+00,1,5.81587e+05,4.78548e+06,1.03429e+03
2.50636e+01,2.15192e+00,-4.83226e+00,1.76157e-02,1.41072e+01,-8.16863e-01,1.32388e+00,1,5.81614e+05,4.78547e+06,1.03523e+03
2.54779e+01,2.16455e+00,-5.67014e+00,1.68427e-02,1.42037e+01,-7.89865e-01,1.32569e+00,1,5.81620e+05,4.78546e+06,1.03564e+03
2.54603e+01,2.15251e+00,-6.08221e+00,1.69659e-02,1.42018e+01,-7.63398e-01,1.28817e+00,1,5.81622e+05,4.78546e+06,1.03504e+03
1.97183e+01,1.86084e+00,-6.79834e+00,1.65660e-02,1.37441e+01,4.01001e-01,-9.42159e-01,1,5.82096e+05,4.78546e+06,1.03056e+03
1.99292e+01,1.86640e+00,-7.67626e+00,1.65334e-02,1.38105e+01,4.14181e-01,-9.60138e-01,1,5.82088e+05,4.78546e+06,1.03174e+03
1.83353e+01,1.84557e+00,-7.12342e+00,1.76004e-02,1.37944e+01,4.53661e-01,-1.03101e+00,1,5.82089e+05,4.78549e+06,1.03422e+03
1.80575e+01,1.83663e+00,-6.30019e+00,1.76704e-02,1.37243e+01,4.40296e-01,-1.01215e+00,1,5.82097e+05,4.78549e+06,1.03279e+03
1.85568e+01,1.84153e+00,-6.47568e+00,1.73597e-02,1.37266e+01,4.29392e-01,-9.91980e-01,1,5.82096e+05,4.78548e+06,1.03196e+03
1.88787e+01,1.85040e+00,-7.28714e+00,1.72608e-02,1.37951e+01,4.40723e-01,-1.00765e+00,1,5.82089e+05,4.78548e+06,1.03332e+03
1.96210e+01,1.85749e+00,-6.04459e+00,1.65499e-02,1.36951e+01,3.87406e-01,-9.18588e-01,1,5.82104e+05,4.78546e+06,1.02979e+03
1.77747e+01,1.82408e+00,-5.58218e+00,1.77795e-02,1.36627e+01,4.27917e-01,-9.90845e-01,1,5.82104e+05,4.78549e+06,1.03148e+03
1.83554e+01,1.83536e+00,-5.73170e+00,1.73831e-02,1.36711e+01,4.16273e-01,-9.67745e-01,1,5.82104e+05,4.78548e+06,1.03080e+03
1.75949e+01,1.81669e+00,-4.17271e+00,1.77050e-02,1.35722e+01,3.99852e-01,-9.34819e-01,1,5.82120e+05,4.78549e+06,1.02980e+03
1.75619e+01,1.81441e+00,-3.46787e+00,1.76401e-02,1.35307e+01,3.85064e-01,-9.05763e-01,1,5.82128e+05,4.78549e+06,1.02915e+03
1.81444e+01,1.82606e+00,-3.61151e+00,1.72626e-02,1.35399e+01,3.73504e-01,-8.85436e-01,1,5.82128e+05,4.78548e+06,1.02860e+03
1.82083e+01,1.82891e+00,-4.31806e+00,1.73069e-02,1.35830e+01,3.87930e-01,-9.13188e-01,1,5.82120e+05,4.78548e+06,1.02931e+03
1.74505e+01,1.80968e+00,-2.94628e+00,1.76249e-02,1.34990e+01,3.72568e-01,-8.79565e-01,1,5.82136e+05,4.78549e+06,1.02852e+03
1.80790e+01,1.82280e+00,-3.06896e+00,1.72172e-02,1.35075e+01,3.59849e-01,-8.56998e-01,1,5.82136e+05,4.78548e+06,1.02791e+03
2.70787e+01,2.11852e+00,7.69948e+00,1.53474e-02,1.32643e+01,-7.20793e-01,1.03828e+00,1,5.81515e+05,4.78549e+06,1.02879e+03
2.70510e+01,2.10845e+00,7.86795e+00,1.51741e-02,1.32319e+01,-6.74383e-01,9.73349e-01,1,5.81509e+05,4.78549e+06,1.02791e+03
2.70877e+01,2.11185e+00,8.25555e+00,1.52135e-02,1.32189e+01,-6.88820e-01,9.92289e-01,1,5.81507e+05,4.78549e+06,1.02809e+03
2.72260e+01,2.13048e+00,9.34374e+00,1.54603e-02,1.32024e+01,-7.68120e-01,1.10196e+00,1,5.81507e+05,4.78552e+06,1.02930e+03
2.71645e+01,2.13867e+00,8.81132e+00,1.56492e-02,1.32444e+01,-8.03532e-01,1.15546e+00,1,5.81515e+05,4.78552e+06,1.02997e+03
2.71438e+01,2.13188e+00,8.45230e+00,1.55439e-02,1.32509e+01,-7.77408e-01,1.11618e+00,1,5.81515e+05,4.78551e+06,1.02960e+03
2.71944e+01,2.12432e+00,8.98207e+00,1.53730e-02,1.32088e+01,-7.43228e-01,1.06590e+00,1,5.81507e+05,4.78551e+06,1.02894e+03
2.69631e+01,2.12482e+00,6.98659e+00,1.55615e-02,1.33194e+01,-7.52513e-01,1.08456e+00,1,5.81523e+05,4.78549e+06,1.02952e+03
2.65666e+01,2.14376e+00,4.76018e+00,1.62490e-02,1.34894e+01,-8.43850e-01,1.22282e+00,1,5.81547e+05,4.78549e+06,1.03184e+03
2.67436e+01,2.13784e+00,5.54239e+00,1.59709e-02,1.34317e+01,-8.14167e-01,1.17713e+00,1,5.81539e+05,4.78549e+06,1.03104e+03
2.69055e+01,2.14612e+00,8.05816e+00,1.59913e-02,1.32975e+01,-8.41443e-01,1.21385e+00,1,5.81523e+05,4.78552e+06,1.03075e+03
2.69103e+01,2.13887e+00,7.71436e+00,1.58553e-02,1.33039e+01,-8.14089e-01,1.17080e+00,1,5.81523e+05,4.78551e+06,1.03030e+03
2.65461e+01,2.16168e+00,6.52991e+00,1.65648e-02,1.34116e+01,-9.09513e-01,1.32655e+00,1,5.81539e+05,4.78552e+06,1.03275e+03
2.63670e+01,2.16907e+00,5.71217e+00,1.67721e-02,1.34736e+01,-9.36840e-01,1.37554e+00,1,5.81546e+05,4.78551e+06,1.03375e+03
2.63874e+01,2.15940e+00,5.37600e+00,1.67087e-02,1.34777e+01,-9.09618e-01,1.32440e+00,1,5.81547e+05,4.78551e+06,1.03316e+03
2.66217e+01,2.15301e+00,6.18192e+00,1.63560e-02,1.34204e+01,-8.78001e-01,1.27357e+00,1,5.81539e+05,4.78551e+06,1.03220e+03
2.60605e+01,2.14584e+00,3.70238e+00,1.68782e-02,1.35520e+01,-8.70117e-01,1.26297e+00,1,5.81555e+05,4.78549e+06,1.03270e+03
2.50924e+01,2.15166e+00,1.67566e+00,1.80215e-02,1.36749e+01,-9.21010e-01,1.34378e+00,1,5.81571e+05,4.78549e+06,1.03439e+03
2.48106e+01,2.15562e+00,1.35988e+00,1.84273e-02,1.36963e+01,-9.45027e-01,1.38070e+00,1,5.81573e+05,4.78550e+06,1.03509e+03
2.54035e+01,2.17505e+00,4.16207e+00,1.79609e-02,1.35599e+01,-9.86081e-01,1.45616e+00,1,5.81557e+05,4.78552e+06,1.03527e+03
2.53959e+01,2.16497e+00,3.93186e+00,1.80369e-02,1.35577e+01,-9.68583e-01,1.41032e+00,1,5.81558e+05,4.78551e+06,1.03481e+03
2.57173e+01,2.16127e+00,4.27396e+00,1.75842e-02,1.35365e+01,-9.43300e-01,1.37255e+00,1,5.81555e+05,4.78551e+06,1.03415e+03
1.73510e+01,1.81699e+00,-6.11533e+00,1.81750e-02,1.37153e+01,4.45112e-01,-1.03719e+00,1,5.82097e+05,4.78549e+06,1.03374e+03
1.81913e+01,1.85133e+00,-7.39752e+00,1.76646e-02,1.38307e+01,4.62343e-01,-1.04617e+00,1,5.82086e+05,4.78549e+06,1.03523e+03
1.74915e+01,1.84955e+00,-7.06247e+00,1.79372e-02,1.38237e+01,4.67551e-01,-1.05995e+00,1,5.82088e+05,4.78549e+06,1.03561e+03
1.71670e+01,1.82222e+00,-6.37475e+00,1.82493e-02,1.37492e+01,4.54017e-01,-1.05234e+00,1,5.82094e+05,4.78550e+06,1.03463e+03
1.71304e+01,1.80458e+00,-5.40893e+00,1.82483e-02,1.36533e+01,4.32033e-01,-1.01344e+00,1,5.82104e+05,4.78549e+06,1.03236e+03
1.67748e+01,1.79029e+00,-3.31376e+00,1.81604e-02,1.35152e+01,3.91062e-01,-9.29594e-01,1,5.82128e+05,4.78549e+06,1.02969e+03
1.67968e+01,1.79250e+00,-4.00896e+00,1.82403e-02,1.35559e+01,4.05784e-01,-9.59408e-01,1,5.82120e+05,4.78549e+06,1.03034e+03
1.48120e+01,1.73667e+00,-3.56618e+00,1.96424e-02,1.35311e+01,4.19184e-01,-1.02615e+00,1,5.82121e+05,4.78552e+06,1.03283e+03
1.46578e+01,1.72961e+00,-2.89898e+00,1.96027e-02,1.34823e+01,4.06400e-01,-9.96509e-01,1,5.82128e+05,4.78552e+06,1.03169e+03
1.53108e+01,1.74760e+00,-3.03372e+00,1.91307e-02,1.34915e+01,4.02478e-01,-9.75108e-01,1,5.82128e+05,4.78551e+06,1.03096e+03
1.54284e+01,1.75305e+00,-3.71526e+00,1.91823e-02,1.35382e+01,4.16006e-01,-1.00496e+00,1,5.82120e+05,4.78551e+06,1.03197e+03
1.67407e+01,1.78746e+00,-2.79315e+00,1.80891e-02,1.34854e+01,3.77763e-01,-9.00032e-01,1,5.82136e+05,4.78549e+06,1.02906e+03
1.45328e+01,1.72316e+00,-2.37324e+00,1.95466e-02,1.34456e+01,3.94421e-01,-9.65331e-01,1,5.82136e+05,4.78552e+06,1.03066e+03
1.52527e+01,1.74353e+00,-2.50948e+00,1.90534e-02,1.34593e+01,3.89604e-01,-9.43970e-01,1,5.82136e+05,4.78551e+06,1.03018e+03
1.44065e+01,1.71444e+00,-1.43626e+00,1.93735e-02,1.33885e+01,3.70242e-01,-9.01399e-01,1,5.82152e+05,4.78552e+06,1.02908e+03
1.43501e+01,1.71047e+00,-9.45518e-01,1.92751e-02,1.33596e+01,3.57233e-01,-8.67135e-01,1,5.82161e+05,4.78552e+06,1.02828e+03
1.50963e+01,1.73288e+00,-1.16847e+00,1.88284e-02,1.33796e+01,3.53765e-01,-8.54481e-01,1,5.82159e+05,4.78551e+06,1.02806e+03
1.51383e+01,1.73584e+00,-1.57953e+00,1.89018e-02,1.34034e+01,3.64938e-01,-8.82310e-01,1,5.82152e+05,4.78551e+06,1.02869e+03
2.77073e+01,2.12107e+00,1.26929e+01,1.50296e-02,1.30470e+01,-6.83167e-01,1.02615e+00,1,5.81475e+05,4.78554e+06,1.02882e+03
2.76409e+01,2.12966e+00,1.23551e+01,1.52068e-02,1.30701e+01,-7.19738e-01,1.08378e+00,1,5.81483e+05,4.78554e+06,1.02928e+03
2.75473e+01,2.12368e+00,1.19860e+01,1.51526e-02,1.30725e+01,-7.06407e-01,1.04911e+00,1,5.81483e+05,4.78554e+06,1.02877e+03
2.76147e+01,2.11594e+00,1.23158e+01,1.49887e-02,1.30500e+01,-6.71604e-01,9.96084e-01,1,5.81475e+05,4.78554e+06,1.02837e+03
2.73062e+01,2.11371e+00,1.03117e+01,1.51194e-02,1.31252e+01,-6.95032e-01,9.94839e-01,1,5.81491e+05,4.78552e+06,1.02809e+03
2.73546e+01,2.10909e+00,1.07882e+01,1.50067e-02,1.30946e+01,-6.71153e-01,9.63940e-01,1,5.81485e+05,4.78552e+06,1.02776e+03
2.74160e+01,2.11167e+00,1.11997e+01,1.50168e-02,1.30822e+01,-6.74653e-01,9.78289e-01,1,5.81483e+05,4.78552e+06,1.02794e+03
2.73564e+01,2.12079e+00,1.07190e+01,1.52157e-02,1.31196e+01,-7.13206e-01,1.03617e+00,1,5.81491e+05,4.78552e+06,1.02852e+03
2.71852e+01,2.14756e+00,9.23851e+00,1.57916e-02,1.32354e+01,-8.22087e-01,1.20469e+00,1,5.81515e+05,4.78552e+06,1.03041e+03
2.72516e+01,2.13867e+00,9.77657e+00,1.55875e-02,1.31937e+01,-7.86256e-01,1.14790e+00,1,5.81507e+05,4.78552e+06,1.02969e+03
2.74977e+01,2.14042e+00,1.19181e+01,1.54734e-02,1.31006e+01,-7.59534e-01,1.14941e+00,1,5.81491e+05,4.78554e+06,1.02968e+03
