946.381620983 	6.89075031379 	-0.00193253376685 	0.031115835063
946.987258309 	9.00995761769 	-0.00161935712371 	0.122186116286
947.714028461 	9.19401538622 	-0.00190934623735 	0.112612947963
948.586159435 	9.33466271571 	-0.00204677662791 	0.104710071642
949.632726608 	9.47223379078 	-0.00213490234297 	0.100085035062
950.888622025 	9.61912866633 	-0.00222558881286 	0.0939401374918
952.395718574 	9.77980119753 	-0.00229941361094 	0.0867168944203
954.204267495 	9.95609176492 	-0.00233172914473 	0.0791156103126
956.374576214 	10.1486895636 	-0.00230241196194 	0.0715536855914
958.97902316 	10.37212771 	-0.00218237355803 	0.0636163873092
963.439700973 	10.6733010168 	-0.00188594554802 	0.0530535901609
969.772442435 	11.0291649303 	-0.00177610952158 	0.0498992975525
979.716527713 	11.4762935121 	-0.00130810328541 	0.0427492504404
993.208477714 	11.9790207328 	-0.00011742819981 	0.0283342291017
1013.92487799 	12.5287422057 	0.000585506467849 	0.025689636124
1041.72470506 	13.1175946081 	0.00157354825634 	0.016775362714
1069.56160405 	13.5668141036 	0.00166334462165 	0.0145923933346
1097.37160221 	13.9274246362 	0.00160863416733 	0.0124171710132
1125.15670969 	14.2289462708 	0.00147931042961 	0.0104358117404
1152.92898974 	14.4882598859 	0.00131813826854 	0.00868474864087
1180.69638513 	14.7158759524 	0.00115048596462 	0.00717009818083
1208.46227224 	14.9187752916 	0.000991260281049 	0.00587598851155
1236.22733193 	15.1018359653 	0.000848566393756 	0.00477616364233
1263.9923078 	15.268614801 	0.000724113002748 	0.00383950790446
1291.75758743 	15.4217901577 	0.000618806396614 	0.00304269187135
1319.52179212 	15.5634196011 	0.000531584892448 	0.0023535048712
1347.28410684 	15.6951260947 	0.000460823464918 	0.00174809930411
1375.04754932 	15.8182269452 	0.000404790913431 	0.00120915328193
1402.81345622 	15.933782703 	0.000362676623293 	0.000718003949095
1430.57970689 	16.0426249941 	0.000332550921557 	0.000264308785864
1456.37115987 	16.1381211233 	0.000312742731221 	-1.12951413634e-05
1470.25504144 	16.1881817585 	0.000312675472696 	-1.11236336076e-05
